community	replicate	dilution_factor	wavelength	absorbance
01010011	R2	0.0025	710	0.8655
01010011	R2	0.0025	715	0.8588
01010011	R2	0.0025	720	0.8505
01010011	R2	0.0025	725	0.8426
01010011	R2	0.0025	730	0.8358
01010011	R2	0.0025	735	0.8272
01010011	R2	0.0025	740	0.8196
01010011	R2	0.0025	745	0.8124
01010011	R2	0.0025	750	0.8032
01010011	R2	0.0025	755	0.7966
01010011	R2	0.0025	760	0.7883
01010011	R2	0.0025	765	0.7812
01010011	R2	0.0025	770	0.7728
01010011	R2	0.0025	775	0.766
01010011	R2	0.0025	780	0.7588
01010011	R2	0.025	380	2.6465
01010011	R2	0.025	385	2.548
01010011	R2	0.025	390	2.4567
01010011	R2	0.025	395	2.3589
01010011	R2	0.025	400	2.2814
01010011	R2	0.025	405	2.2142
01010011	R2	0.025	410	2.1473
01010011	R2	0.025	415	2.0758
01010011	R2	0.025	420	2.0026
01010011	R2	0.025	425	1.9335
01010011	R2	0.025	430	1.8581
01010011	R2	0.025	435	1.7794
01010011	R2	0.025	440	1.7159
01010011	R2	0.025	445	1.6573
01010011	R2	0.025	450	1.6041
01010011	R2	0.025	455	1.563
01010011	R2	0.025	460	1.5297
01010011	R2	0.025	465	1.4993
01010011	R2	0.025	470	1.4741
01010011	R2	0.025	475	1.4528
01010011	R2	0.025	480	1.4338
01010011	R2	0.025	485	1.4146
01010011	R2	0.025	490	1.3958
01010011	R2	0.025	495	1.3794
01010011	R2	0.025	500	1.3647
01010011	R2	0.025	505	1.3499
01010011	R2	0.025	510	1.338
01010011	R2	0.025	515	1.3275
01010011	R2	0.025	520	1.3181
01010011	R2	0.025	525	1.3073
01010011	R2	0.025	530	1.2979
01010011	R2	0.025	535	1.287
01010011	R2	0.025	540	1.2751
01010011	R2	0.025	545	1.2667
01010011	R2	0.025	550	1.2612
01010011	R2	0.025	555	1.2504
01010011	R2	0.025	560	1.2381
01010011	R2	0.025	565	1.2255
01010011	R2	0.025	570	1.215
01010011	R2	0.025	575	1.2037
01010011	R2	0.025	580	1.1936
01010011	R2	0.025	585	1.1838
01010011	R2	0.025	590	1.1745
01010011	R2	0.025	595	1.1652
01010011	R2	0.025	600	1.1554
01010011	R2	0.025	605	1.1464
01010011	R2	0.025	610	1.1368
01010011	R2	0.025	615	1.129
01010011	R2	0.025	620	1.1195
01010011	R2	0.025	625	1.1107
01010011	R2	0.025	630	1.1019
01010011	R2	0.025	635	1.0928
01010011	R2	0.025	640	1.0831
01010011	R2	0.025	645	1.0751
01010011	R2	0.025	650	1.0649
01010011	R2	0.025	655	1.0566
01010011	R2	0.025	660	1.0473
01010011	R2	0.025	665	1.0392
01010011	R2	0.025	670	1.0293
01010011	R2	0.025	675	1.0203
01010011	R2	0.025	680	1.0114
01010011	R2	0.025	685	1.002
01010011	R2	0.025	690	0.9933
01010011	R2	0.025	695	0.984
01010011	R2	0.025	700	0.9747
01010011	R2	0.025	705	0.9669
01010011	R2	0.025	710	0.9572
01010011	R2	0.025	715	0.9495
01010011	R2	0.025	720	0.9406
01010011	R2	0.025	725	0.9319
01010011	R2	0.025	730	0.9248
01010011	R2	0.025	735	0.917
01010011	R2	0.025	740	0.9082
01010011	R2	0.025	745	0.8996
01010011	R2	0.025	750	0.8915
01010011	R2	0.025	755	0.8834
01010011	R2	0.025	760	0.8742
01010011	R2	0.025	765	0.8672
01010011	R2	0.025	770	0.8584
01010011	R2	0.025	775	0.8504
01010011	R2	0.025	780	0.8419
01010011	R2	0.25	380	2.6423
01010011	R2	0.25	385	2.5262
01010011	R2	0.25	390	2.4171
01010011	R2	0.25	395	2.3128
01010011	R2	0.25	400	2.2195
01010011	R2	0.25	405	2.1497
01010011	R2	0.25	410	2.0686
01010011	R2	0.25	415	1.9854
01010011	R2	0.25	420	1.9008
01010011	R2	0.25	425	1.8275
01010011	R2	0.25	430	1.7491
01010011	R2	0.25	435	1.6733
01010011	R2	0.25	440	1.6096
01010011	R2	0.25	445	1.5478
01010011	R2	0.25	450	1.4938
01010011	R2	0.25	455	1.4524
01010011	R2	0.25	460	1.4195
01010011	R2	0.25	465	1.3909
01010011	R2	0.25	470	1.3682
01010011	R2	0.25	475	1.3504
01010011	R2	0.25	480	1.3342
01010011	R2	0.25	485	1.3189
01010011	R2	0.25	490	1.3045
01010011	R2	0.25	495	1.2929
01010011	R2	0.25	500	1.2819
01010011	R2	0.25	505	1.2733
01010011	R2	0.25	510	1.266
01010011	R2	0.25	515	1.2599
01010011	R2	0.25	520	1.2554
01010011	R2	0.25	525	1.2502
01010011	R2	0.25	530	1.2461
01010011	R2	0.25	535	1.2404
01010011	R2	0.25	540	1.2343
01010011	R2	0.25	545	1.2317
01010011	R2	0.25	550	1.232
01010011	R2	0.25	555	1.2283
01010011	R2	0.25	560	1.2222
01010011	R2	0.25	565	1.2169
01010011	R2	0.25	570	1.2114
01010011	R2	0.25	575	1.207
01010011	R2	0.25	580	1.2045
01010011	R2	0.25	585	1.2009
01010011	R2	0.25	590	1.1982
01010011	R2	0.25	595	1.1958
01010011	R2	0.25	600	1.1934
01010011	R2	0.25	605	1.1919
01010011	R2	0.25	610	1.1899
01010011	R2	0.25	615	1.1877
01010011	R2	0.25	620	1.1859
01010011	R2	0.25	625	1.1838
01010011	R2	0.25	630	1.1814
01010011	R2	0.25	635	1.1802
01010011	R2	0.25	640	1.1784
01010011	R2	0.25	645	1.1756
01010011	R2	0.25	650	1.1747
01010011	R2	0.25	655	1.1696
01010011	R2	0.25	660	1.1689
01010011	R2	0.25	665	1.1655
01010011	R2	0.25	670	1.163
01010011	R2	0.25	675	1.1612
01010011	R2	0.25	680	1.1598
01010011	R2	0.25	685	1.156
01010011	R2	0.25	690	1.1529
01010011	R2	0.25	695	1.1473
01010011	R2	0.25	700	1.1463
01010011	R2	0.25	705	1.1454
01010011	R2	0.25	710	1.1427
01010011	R2	0.25	715	1.1379
01010011	R2	0.25	720	1.1339
01010011	R2	0.25	725	1.1294
01010011	R2	0.25	730	1.1261
01010011	R2	0.25	735	1.1222
01010011	R2	0.25	740	1.1195
01010011	R2	0.25	745	1.1159
01010011	R2	0.25	750	1.1113
01010011	R2	0.25	755	1.1073
01010011	R2	0.25	760	1.103
01010011	R2	0.25	765	1.0998
01010011	R2	0.25	770	1.0952
01010011	R2	0.25	775	1.0904
01010011	R2	0.25	780	1.0874
01010100	R2	0.0025	380	1.7558
01010100	R2	0.0025	385	1.6715
01010100	R2	0.0025	390	1.5913
01010100	R2	0.0025	395	1.5151
01010100	R2	0.0025	400	1.4517
01010100	R2	0.0025	405	1.4044
01010100	R2	0.0025	410	1.3625
01010100	R2	0.0025	415	1.3245
01010100	R2	0.0025	420	1.2874
01010100	R2	0.0025	425	1.2536
01010100	R2	0.0025	430	1.2133
01010100	R2	0.0025	435	1.1731
01010100	R2	0.0025	440	1.1416
01010100	R2	0.0025	445	1.1135
01010100	R2	0.0025	450	1.089
01010100	R2	0.0025	455	1.0709
01010100	R2	0.0025	460	1.0528
01010100	R2	0.0025	465	1.0357
01010100	R2	0.0025	470	1.0193
01010100	R2	0.0025	475	1.0052
01010100	R2	0.0025	480	0.9921
01010100	R2	0.0025	485	0.9777
01010100	R2	0.0025	490	0.9647
01010100	R2	0.0025	495	0.9526
01010100	R2	0.0025	500	0.9415
01010100	R2	0.0025	505	0.9296
01010100	R2	0.0025	510	0.9206
01010100	R2	0.0025	515	0.9105
01010100	R2	0.0025	520	0.9019
01010100	R2	0.0025	525	0.8929
01010100	R2	0.0025	530	0.8835
01010100	R2	0.0025	535	0.8747
01010100	R2	0.0025	540	0.8652
01010100	R2	0.0025	545	0.8562
01010100	R2	0.0025	550	0.8501
01010100	R2	0.0025	555	0.8408
01010100	R2	0.0025	560	0.8311
01010100	R2	0.0025	565	0.8215
01010100	R2	0.0025	570	0.8127
01010100	R2	0.0025	575	0.803
01010100	R2	0.0025	580	0.7945
01010100	R2	0.0025	585	0.7868
01010100	R2	0.0025	590	0.7798
01010100	R2	0.0025	595	0.7713
01010100	R2	0.0025	600	0.7635
01010100	R2	0.0025	605	0.7564
01010100	R2	0.0025	610	0.7485
01010100	R2	0.0025	615	0.7422
01010100	R2	0.0025	620	0.7358
01010100	R2	0.0025	625	0.7288
01010100	R2	0.0025	630	0.7214
01010100	R2	0.0025	635	0.7144
01010100	R2	0.0025	640	0.7088
01010100	R2	0.0025	645	0.7029
01010100	R2	0.0025	650	0.6948
01010100	R2	0.0025	655	0.6884
01010100	R2	0.0025	660	0.6823
01010100	R2	0.0025	665	0.6768
01010100	R2	0.0025	670	0.6702
01010100	R2	0.0025	675	0.6635
01010100	R2	0.0025	680	0.6585
01010100	R2	0.0025	685	0.6519
01010100	R2	0.0025	690	0.6465
01010100	R2	0.0025	695	0.6403
01010100	R2	0.0025	700	0.6329
01010100	R2	0.0025	705	0.6275
01010100	R2	0.0025	710	0.6207
01010100	R2	0.0025	715	0.6161
01010100	R2	0.0025	720	0.6103
01010100	R2	0.0025	725	0.6051
01010100	R2	0.0025	730	0.5996
01010100	R2	0.0025	735	0.5935
01010100	R2	0.0025	740	0.5888
01010100	R2	0.0025	745	0.5833
01010100	R2	0.0025	750	0.5759
01010100	R2	0.0025	755	0.5726
01010100	R2	0.0025	760	0.5657
01010100	R2	0.0025	765	0.5598
01010100	R2	0.0025	770	0.5543
01010100	R2	0.0025	775	0.5493
01010100	R2	0.0025	780	0.544
01010100	R2	0.025	380	2.0984
01010100	R2	0.025	385	1.9851
01010100	R2	0.025	390	1.8853
01010100	R2	0.025	395	1.7884
01010100	R2	0.025	400	1.7096
01010100	R2	0.025	405	1.6525
01010100	R2	0.025	410	1.5974
01010100	R2	0.025	415	1.5508
01010100	R2	0.025	420	1.5053
01010100	R2	0.025	425	1.4647
01010100	R2	0.025	430	1.4193
01010100	R2	0.025	435	1.3703
01010100	R2	0.025	440	1.3322
01010100	R2	0.025	445	1.299
01010100	R2	0.025	450	1.2704
01010100	R2	0.025	455	1.2472
01010100	R2	0.025	460	1.2263
01010100	R2	0.025	465	1.2063
01010100	R2	0.025	470	1.1867
01010100	R2	0.025	475	1.1702
01010100	R2	0.025	480	1.1548
01010100	R2	0.025	485	1.139
01010100	R2	0.025	490	1.1228
01010100	R2	0.025	495	1.1091
01010100	R2	0.025	500	1.0972
01010100	R2	0.025	505	1.0837
01010100	R2	0.025	510	1.0721
01010100	R2	0.025	515	1.0614
01010100	R2	0.025	520	1.0515
01010100	R2	0.025	525	1.0407
01010100	R2	0.025	530	1.0304
01010100	R2	0.025	535	1.0197
01010100	R2	0.025	540	1.0088
01010100	R2	0.025	545	0.9993
01010100	R2	0.025	550	0.9922
01010100	R2	0.025	555	0.982
01010100	R2	0.025	560	0.9706
01010100	R2	0.025	565	0.959
01010100	R2	0.025	570	0.9481
01010100	R2	0.025	575	0.9392
01010100	R2	0.025	580	0.9285
01010100	R2	0.025	585	0.9199
01010100	R2	0.025	590	0.9106
01010100	R2	0.025	595	0.9019
01010100	R2	0.025	600	0.8932
01010100	R2	0.025	605	0.8841
01010100	R2	0.025	610	0.876
01010100	R2	0.025	615	0.8678
01010100	R2	0.025	620	0.86
01010100	R2	0.025	625	0.8519
01010100	R2	0.025	630	0.8442
01010100	R2	0.025	635	0.8359
01010100	R2	0.025	640	0.8287
01010100	R2	0.025	645	0.8207
01010100	R2	0.025	650	0.812
01010100	R2	0.025	655	0.805
01010100	R2	0.025	660	0.7982
01010100	R2	0.025	665	0.7901
01010100	R2	0.025	670	0.7824
01010100	R2	0.025	675	0.7753
01010100	R2	0.025	680	0.7695
01010100	R2	0.025	685	0.761
01010100	R2	0.025	690	0.753
01010100	R2	0.025	695	0.7445
01010100	R2	0.025	700	0.7391
01010100	R2	0.025	705	0.7345
01010100	R2	0.025	710	0.7276
01010100	R2	0.025	715	0.7199
01010100	R2	0.025	720	0.7118
01010100	R2	0.025	725	0.7041
01010100	R2	0.025	730	0.6983
01010100	R2	0.025	735	0.6928
01010100	R2	0.025	740	0.6862
01010100	R2	0.025	745	0.6803
01010100	R2	0.025	750	0.6731
01010100	R2	0.025	755	0.667
01010100	R2	0.025	760	0.6613
01010100	R2	0.025	765	0.6548
01010100	R2	0.025	770	0.6478
01010100	R2	0.025	775	0.6428
01010100	R2	0.025	780	0.6365
01010100	R2	0.25	380	2.4464
01010100	R2	0.25	385	2.3427
01010100	R2	0.25	390	2.2381
01010100	R2	0.25	395	2.1305
01010100	R2	0.25	400	2.0515
01010100	R2	0.25	405	1.9926
01010100	R2	0.25	410	1.9365
01010100	R2	0.25	415	1.8879
01010100	R2	0.25	420	1.8403
01010100	R2	0.25	425	1.796
01010100	R2	0.25	430	1.7472
01010100	R2	0.25	435	1.6961
01010100	R2	0.25	440	1.6567
01010100	R2	0.25	445	1.6214
01010100	R2	0.25	450	1.5923
01010100	R2	0.25	455	1.5686
01010100	R2	0.25	460	1.5505
01010100	R2	0.25	465	1.5311
01010100	R2	0.25	470	1.5146
01010100	R2	0.25	475	1.5009
01010100	R2	0.25	480	1.487
01010100	R2	0.25	485	1.4743
01010100	R2	0.25	490	1.4612
01010100	R2	0.25	495	1.4512
01010100	R2	0.25	500	1.4424
01010100	R2	0.25	505	1.4339
01010100	R2	0.25	510	1.4272
01010100	R2	0.25	515	1.4206
01010100	R2	0.25	520	1.4158
01010100	R2	0.25	525	1.4094
01010100	R2	0.25	530	1.4042
01010100	R2	0.25	535	1.3972
01010100	R2	0.25	540	1.3902
01010100	R2	0.25	545	1.3852
01010100	R2	0.25	550	1.3837
01010100	R2	0.25	555	1.378
01010100	R2	0.25	560	1.3716
01010100	R2	0.25	565	1.363
01010100	R2	0.25	570	1.3546
01010100	R2	0.25	575	1.3492
01010100	R2	0.25	580	1.3441
01010100	R2	0.25	585	1.3375
01010100	R2	0.25	590	1.3336
01010100	R2	0.25	595	1.3282
01010100	R2	0.25	600	1.3228
01010100	R2	0.25	605	1.3205
01010100	R2	0.25	610	1.3155
01010100	R2	0.25	615	1.3101
01010100	R2	0.25	620	1.3057
01010100	R2	0.25	625	1.3002
01010100	R2	0.25	630	1.297
01010100	R2	0.25	635	1.2934
01010100	R2	0.25	640	1.288
01010100	R2	0.25	645	1.2822
01010100	R2	0.25	650	1.2782
01010100	R2	0.25	655	1.2731
01010100	R2	0.25	660	1.2691
01010100	R2	0.25	665	1.2644
01010100	R2	0.25	670	1.259
01010100	R2	0.25	675	1.2532
01010100	R2	0.25	680	1.2511
01010100	R2	0.25	685	1.2468
01010100	R2	0.25	690	1.2386
01010100	R2	0.25	695	1.2313
01010100	R2	0.25	700	1.2289
01010100	R2	0.25	705	1.2306
01010100	R2	0.25	710	1.2266
01010100	R2	0.25	715	1.218
01010100	R2	0.25	720	1.2083
01010100	R2	0.25	725	1.2001
01010100	R2	0.25	730	1.1946
01010100	R2	0.25	735	1.1906
01010100	R2	0.25	740	1.1871
01010100	R2	0.25	745	1.1827
01010100	R2	0.25	750	1.1758
01010100	R2	0.25	755	1.1711
01010100	R2	0.25	760	1.1651
01010100	R2	0.25	765	1.159
01010100	R2	0.25	770	1.1548
01010100	R2	0.25	775	1.1464
01010100	R2	0.25	780	1.143
01010101	R2	0.0025	380	2.8044
01010101	R2	0.0025	385	2.7278
01010101	R2	0.0025	390	2.6402
01010101	R2	0.0025	395	2.5452
01010101	R2	0.0025	400	2.4786
01010101	R2	0.0025	405	2.4097
01010101	R2	0.0025	410	2.3485
01010101	R2	0.0025	415	2.2803
01010101	R2	0.0025	420	2.2093
01010101	R2	0.0025	425	2.1431
01010101	R2	0.0025	430	2.0684
01010101	R2	0.0025	435	1.989
01010101	R2	0.0025	440	1.9241
01010101	R2	0.0025	445	1.8643
01010101	R2	0.0025	450	1.8104
01010101	R2	0.0025	455	1.7688
01010101	R2	0.0025	460	1.7356
01010101	R2	0.0025	465	1.7058
01010101	R2	0.0025	470	1.6816
01010101	R2	0.0025	475	1.6618
01010101	R2	0.0025	480	1.6441
01010101	R2	0.0025	485	1.6269
01010101	R2	0.0025	490	1.6098
01010101	R2	0.0025	495	1.5962
01010101	R2	0.0025	500	1.5822
01010101	R2	0.0025	505	1.5699
01010101	R2	0.0025	510	1.5604
01010101	R2	0.0025	515	1.5512
01010101	R2	0.0025	520	1.544
01010101	R2	0.0025	525	1.5362
01010101	R2	0.0025	530	1.5284
01010101	R2	0.0025	535	1.5191
01010101	R2	0.0025	540	1.5092
01010101	R2	0.0025	545	1.5024
01010101	R2	0.0025	550	1.5003
01010101	R2	0.0025	555	1.4912
01010101	R2	0.0025	560	1.4808
01010101	R2	0.0025	565	1.4703
01010101	R2	0.0025	570	1.4598
01010101	R2	0.0025	575	1.4521
01010101	R2	0.0025	580	1.4451
01010101	R2	0.0025	585	1.4386
01010101	R2	0.0025	590	1.4314
01010101	R2	0.0025	595	1.4229
01010101	R2	0.0025	600	1.415
01010101	R2	0.0025	605	1.4102
01010101	R2	0.0025	610	1.4017
01010101	R2	0.0025	615	1.3947
01010101	R2	0.0025	620	1.3887
01010101	R2	0.0025	625	1.3822
01010101	R2	0.0025	630	1.3749
01010101	R2	0.0025	635	1.3694
01010101	R2	0.0025	640	1.3618
01010101	R2	0.0025	645	1.3555
01010101	R2	0.0025	650	1.3491
01010101	R2	0.0025	655	1.342
01010101	R2	0.0025	660	1.3357
01010101	R2	0.0025	665	1.3285
01010101	R2	0.0025	670	1.322
01010101	R2	0.0025	675	1.3164
01010101	R2	0.0025	680	1.3081
01010101	R2	0.0025	685	1.3035
01010101	R2	0.0025	690	1.2958
01010101	R2	0.0025	695	1.2882
01010101	R2	0.0025	700	1.2825
01010101	R2	0.0025	705	1.2787
01010101	R2	0.0025	710	1.2709
01010101	R2	0.0025	715	1.2649
01010101	R2	0.0025	720	1.2567
01010101	R2	0.0025	725	1.2496
01010101	R2	0.0025	730	1.244
01010101	R2	0.0025	735	1.2376
01010101	R2	0.0025	740	1.2326
01010101	R2	0.0025	745	1.2272
01010101	R2	0.0025	750	1.2183
01010101	R2	0.0025	755	1.2135
01010101	R2	0.0025	760	1.2071
01010101	R2	0.0025	765	1.2013
01010101	R2	0.0025	770	1.1936
01010101	R2	0.0025	775	1.189
01010101	R2	0.0025	780	1.1821
01010101	R2	0.025	380	2.5816
01010101	R2	0.025	385	2.4794
01010101	R2	0.025	390	2.3566
01010101	R2	0.025	395	2.2421
01010101	R2	0.025	400	2.1458
01010101	R2	0.025	405	2.0633
01010101	R2	0.025	410	1.9762
01010101	R2	0.025	415	1.89
01010101	R2	0.025	420	1.8029
01010101	R2	0.025	425	1.7242
01010101	R2	0.025	430	1.6438
01010101	R2	0.025	435	1.5657
01010101	R2	0.025	440	1.5023
01010101	R2	0.025	445	1.4403
01010101	R2	0.025	450	1.386
01010101	R2	0.025	455	1.344
01010101	R2	0.025	460	1.3089
01010101	R2	0.025	465	1.2785
01010101	R2	0.025	470	1.2531
01010101	R2	0.025	475	1.2317
01010101	R2	0.025	480	1.2123
01010101	R2	0.025	485	1.1933
01010101	R2	0.025	490	1.1748
01010101	R2	0.025	495	1.1584
01010101	R2	0.025	500	1.1426
01010101	R2	0.025	505	1.1288
01010101	R2	0.025	510	1.1172
01010101	R2	0.025	515	1.1062
01010101	R2	0.025	520	1.097
01010101	R2	0.025	525	1.0874
01010101	R2	0.025	530	1.0776
01010101	R2	0.025	535	1.0675
01010101	R2	0.025	540	1.0568
01010101	R2	0.025	545	1.0493
01010101	R2	0.025	550	1.0433
01010101	R2	0.025	555	1.0348
01010101	R2	0.025	560	1.0231
01010101	R2	0.025	565	1.0125
01010101	R2	0.025	570	1.0034
01010101	R2	0.025	575	0.9948
01010101	R2	0.025	580	0.9856
01010101	R2	0.025	585	0.9789
01010101	R2	0.025	590	0.9707
01010101	R2	0.025	595	0.9634
01010101	R2	0.025	600	0.9562
01010101	R2	0.025	605	0.9483
01010101	R2	0.025	610	0.9413
01010101	R2	0.025	615	0.9345
01010101	R2	0.025	620	0.9273
01010101	R2	0.025	625	0.9219
01010101	R2	0.025	630	0.9144
01010101	R2	0.025	635	0.9078
01010101	R2	0.025	640	0.901
01010101	R2	0.025	645	0.8949
01010101	R2	0.025	650	0.8864
01010101	R2	0.025	655	0.8797
01010101	R2	0.025	660	0.873
01010101	R2	0.025	665	0.8667
01010101	R2	0.025	670	0.8595
01010101	R2	0.025	675	0.8525
01010101	R2	0.025	680	0.8454
01010101	R2	0.025	685	0.8375
01010101	R2	0.025	690	0.8302
01010101	R2	0.025	695	0.823
01010101	R2	0.025	700	0.8155
01010101	R2	0.025	705	0.8077
01010101	R2	0.025	710	0.7992
01010101	R2	0.025	715	0.7927
01010101	R2	0.025	720	0.7848
01010101	R2	0.025	725	0.7781
01010101	R2	0.025	730	0.7702
01010101	R2	0.025	735	0.7645
01010101	R2	0.025	740	0.7564
01010101	R2	0.025	745	0.7499
01010101	R2	0.025	750	0.7413
01010101	R2	0.025	755	0.7335
01010101	R2	0.025	760	0.7257
01010101	R2	0.025	765	0.7177
01010101	R2	0.025	770	0.7104
01010101	R2	0.025	775	0.7028
01010101	R2	0.025	780	0.696
01010101	R2	0.25	380	2.6485
01010101	R2	0.25	385	2.5439
01010101	R2	0.25	390	2.4216
01010101	R2	0.25	395	2.307
01010101	R2	0.25	400	2.2112
01010101	R2	0.25	405	2.1322
01010101	R2	0.25	410	2.0491
01010101	R2	0.25	415	1.9633
01010101	R2	0.25	420	1.8758
01010101	R2	0.25	425	1.7996
01010101	R2	0.25	430	1.7192
01010101	R2	0.25	435	1.6413
01010101	R2	0.25	440	1.5765
01010101	R2	0.25	445	1.5137
01010101	R2	0.25	450	1.4577
01010101	R2	0.25	455	1.4152
01010101	R2	0.25	460	1.3808
01010101	R2	0.25	465	1.3507
01010101	R2	0.25	470	1.3267
01010101	R2	0.25	475	1.3076
01010101	R2	0.25	480	1.2905
01010101	R2	0.25	485	1.2736
01010101	R2	0.25	490	1.2577
01010101	R2	0.25	495	1.2442
01010101	R2	0.25	500	1.2325
01010101	R2	0.25	505	1.2212
01010101	R2	0.25	510	1.2123
01010101	R2	0.25	515	1.2053
01010101	R2	0.25	520	1.1995
01010101	R2	0.25	525	1.1925
01010101	R2	0.25	530	1.1861
01010101	R2	0.25	535	1.1796
01010101	R2	0.25	540	1.1726
01010101	R2	0.25	545	1.1677
01010101	R2	0.25	550	1.1655
01010101	R2	0.25	555	1.1605
01010101	R2	0.25	560	1.1537
01010101	R2	0.25	565	1.1468
01010101	R2	0.25	570	1.1401
01010101	R2	0.25	575	1.1346
01010101	R2	0.25	580	1.1305
01010101	R2	0.25	585	1.1268
01010101	R2	0.25	590	1.1225
01010101	R2	0.25	595	1.1177
01010101	R2	0.25	600	1.1147
01010101	R2	0.25	605	1.1119
01010101	R2	0.25	610	1.1087
01010101	R2	0.25	615	1.1049
01010101	R2	0.25	620	1.1022
01010101	R2	0.25	625	1.0981
01010101	R2	0.25	630	1.0952
01010101	R2	0.25	635	1.0922
01010101	R2	0.25	640	1.0881
01010101	R2	0.25	645	1.0851
01010101	R2	0.25	650	1.0819
01010101	R2	0.25	655	1.0757
01010101	R2	0.25	660	1.0724
01010101	R2	0.25	665	1.0683
01010101	R2	0.25	670	1.0635
01010101	R2	0.25	675	1.0577
01010101	R2	0.25	680	1.0549
01010101	R2	0.25	685	1.0503
01010101	R2	0.25	690	1.0437
01010101	R2	0.25	695	1.0389
01010101	R2	0.25	700	1.0326
01010101	R2	0.25	705	1.0285
01010101	R2	0.25	710	1.0229
01010101	R2	0.25	715	1.0153
01010101	R2	0.25	720	1.0086
01010101	R2	0.25	725	1.001
01010101	R2	0.25	730	0.994
01010101	R2	0.25	735	0.9897
01010101	R2	0.25	740	0.9828
01010101	R2	0.25	745	0.9756
01010101	R2	0.25	750	0.9688
01010101	R2	0.25	755	0.961
01010101	R2	0.25	760	0.9548
01010101	R2	0.25	765	0.9473
01010101	R2	0.25	770	0.9409
01010101	R2	0.25	775	0.9322
01010101	R2	0.25	780	0.9249
01010110	R2	0.0025	380	2.1722
01010110	R2	0.0025	385	2.0712
01010110	R2	0.0025	390	1.9788
01010110	R2	0.0025	395	1.8898
01010110	R2	0.0025	400	1.8132
01010110	R2	0.0025	405	1.7573
01010110	R2	0.0025	410	1.7091
01010110	R2	0.0025	415	1.6653
01010110	R2	0.0025	420	1.6229
01010110	R2	0.0025	425	1.5836
01010110	R2	0.0025	430	1.5373
01010110	R2	0.0025	435	1.4876
01010110	R2	0.0025	440	1.4478
01010110	R2	0.0025	445	1.4143
01010110	R2	0.0025	450	1.3832
01010110	R2	0.0025	455	1.3599
01010110	R2	0.0025	460	1.3394
01010110	R2	0.0025	465	1.3193
01010110	R2	0.0025	470	1.2998
01010110	R2	0.0025	475	1.2831
01010110	R2	0.0025	480	1.2691
01010110	R2	0.0025	485	1.2549
01010110	R2	0.0025	490	1.2389
01010110	R2	0.0025	495	1.2264
01010110	R2	0.0025	500	1.2141
01010110	R2	0.0025	505	1.2019
01010110	R2	0.0025	510	1.1919
01010110	R2	0.0025	515	1.1818
01010110	R2	0.0025	520	1.1725
01010110	R2	0.0025	525	1.1629
01010110	R2	0.0025	530	1.1532
01010110	R2	0.0025	535	1.1437
01010110	R2	0.0025	540	1.1324
01010110	R2	0.0025	545	1.1239
01010110	R2	0.0025	550	1.119
01010110	R2	0.0025	555	1.1092
01010110	R2	0.0025	560	1.0977
01010110	R2	0.0025	565	1.0866
01010110	R2	0.0025	570	1.0767
01010110	R2	0.0025	575	1.066
01010110	R2	0.0025	580	1.0572
01010110	R2	0.0025	585	1.0483
01010110	R2	0.0025	590	1.0403
01010110	R2	0.0025	595	1.0314
01010110	R2	0.0025	600	1.0217
01010110	R2	0.0025	605	1.0135
01010110	R2	0.0025	610	1.0051
01010110	R2	0.0025	615	0.9959
01010110	R2	0.0025	620	0.9891
01010110	R2	0.0025	625	0.9811
01010110	R2	0.0025	630	0.9722
01010110	R2	0.0025	635	0.9648
01010110	R2	0.0025	640	0.9567
01010110	R2	0.0025	645	0.9495
01010110	R2	0.0025	650	0.9406
01010110	R2	0.0025	655	0.9317
01010110	R2	0.0025	660	0.925
01010110	R2	0.0025	665	0.9175
01010110	R2	0.0025	670	0.9091
01010110	R2	0.0025	675	0.9011
01010110	R2	0.0025	680	0.8946
01010110	R2	0.0025	685	0.887
01010110	R2	0.0025	690	0.8795
01010110	R2	0.0025	695	0.8708
01010110	R2	0.0025	700	0.8631
01010110	R2	0.0025	705	0.8573
01010110	R2	0.0025	710	0.8499
01010110	R2	0.0025	715	0.8437
01010110	R2	0.0025	720	0.835
01010110	R2	0.0025	725	0.8284
01010110	R2	0.0025	730	0.8214
01010110	R2	0.0025	735	0.8146
01010110	R2	0.0025	740	0.808
01010110	R2	0.0025	745	0.802
01010110	R2	0.0025	750	0.7927
01010110	R2	0.0025	755	0.7875
01010110	R2	0.0025	760	0.7807
01010110	R2	0.0025	765	0.7737
01010110	R2	0.0025	770	0.7667
01010110	R2	0.0025	775	0.761
01010110	R2	0.0025	780	0.7547
01010110	R2	0.025	380	2.3828
01010110	R2	0.025	385	2.2701
01010110	R2	0.025	390	2.1616
01010110	R2	0.025	395	2.066
01010110	R2	0.025	400	1.9777
01010110	R2	0.025	405	1.9176
01010110	R2	0.025	410	1.8644
01010110	R2	0.025	415	1.8165
01010110	R2	0.025	420	1.7689
01010110	R2	0.025	425	1.723
01010110	R2	0.025	430	1.6681
01010110	R2	0.025	435	1.6101
01010110	R2	0.025	440	1.5661
01010110	R2	0.025	445	1.5274
01010110	R2	0.025	450	1.4954
01010110	R2	0.025	455	1.4707
01010110	R2	0.025	460	1.4487
01010110	R2	0.025	465	1.4257
01010110	R2	0.025	470	1.4053
01010110	R2	0.025	475	1.3867
01010110	R2	0.025	480	1.37
01010110	R2	0.025	485	1.3538
